question,subject,text,rating,reputation,num_upvotes,num_thanks,href,question_timestamp
"Which sentence uses a compound subject? A) Social media is becoming both a bane and a benefit to both students and teachers in the classroom. B) Although the test was nearly impossible to complete, Professor Flores claimed that nobody failed the exam. C) The novelist gave a big sigh of relief after she finished her fourth (and in her opinion--her best) novel. Eliminate D) The large screen television and the state-of the-art sound system were the two biggest prizes on the game show.",English,"
A compound subject consists of two or more connected elements. Having that in mind, the correct answer is D) The large screen television and the state-of-the-art sound system were the two biggest prized on the game show.
",5,Ambitious,16,27,https://brainly.com/question/996463,1455837067
"Design amanda wants to make this design of circles inside an equilateral triangle.
a. what is the radius of the large circle to the nearest hundredth of an inch?
b. what are the radii of the smaller circles to the nearest hundredth of an inc",Mathematics,"
See the picture attached to better understand the problem

the answer in the attached figure
",0,Virtuoso,0,0,https://brainly.com/question/9991029,1525609828
"Who wrote the novel ""The Grapes of Wrath?""
a. Grant Wood
b. John Steinbeck
c. Richard Wright
d. Dorothea Lange",History,"
The answer is b. John Steinbeck
",5,Ambitious,1,1,https://brainly.com/question/919190,1453851066
Which of the following branches of government would most likely act in the event of a sudden stock market crash? executive legislative judicial state,History,"
The branch of government that would most likely act in the event of a sudden stock market crash is the legislative branch. The legislative branch consists of the Senate and House of Representatives (which is the US Congress). The legislative branch is the branch responsible for: 

-create and vote on laws in the US
-it can declare war
-it can investigate power
-it can confirm Presidential appointments
-it can approve treaties
-it can create spending bills
-it can impeach government officials 

The executive branch (president, vice president, presidential cabinet) enforces the law. The judicial branch (supreme and federal courts) interprets the law. State is only at state level and not at the federal level. 


ANSWER: Legislative branch

Hope this helps! :)
",4.3,Ace,6,4,https://brainly.com/question/9894742,1525113813
Which topic is explored in the intetcalary chapters of The grapes of wrath,History,"
In the  Steinbeck’s Grapes Of Wrath serve as a literary device designed to show the general social and economic elements of America at the time. Due to the economic crisis plaguing the nation, the plight of the American farmer became increasingly difficult. The contrast between the regular chapters and the intercalary chapters serves as an illustration of the part to whole relationship between the Joad family and the American farmer.
 
",0,Helping Hand,0,0,https://brainly.com/question/8976522,1519950393
"History ,,,,,,,,,,,,,,,,,,,,,,,,,",History,"
During world war ll, France, the united states, russia and great britain composed the

Answer: A allied forces",5,Ambitious,1,3,https://brainly.com/question/6244466,1508273134
"History ,,,,,,,,,,,,,,,,,,,,,,,,,",History,"
When the start of world war II Nations such as France,United States, Russia, and Great Britain were all composed to form a Allie with each other and they called it Allied forces.
",5,Beginner,1,2,https://brainly.com/question/6244466,1508273134
"In liver cells, the inner mitochondrial membranes are about five times the area of the outer mitochondrial membranes. what purpose must this serve?",Biology,"The inner membrane is responsible for cellular respiration and thus, contains proteins involved in electron transport and ATP synthesis. This membrane envelops the mitochondrial matrix, where the electrons are produced (the citric acid cycle) and then travel from one protein complex to the next in the inner membrane (electron transport chain). The final electron acceptor is O2, and this ultimately forms H2O. At the same time, the electron transport chain produces ATP (oxidative phosphorylation via ATP synthase). ATP synthase uses concentration gradient of H+ (formed during electron transport), power synthesis of the energy molecule-ATP. Liver cells (hepatocytes) need a lot of ATP energy, for the processes like protein and other synthesis, protein storage, the transformation of carbohydrates…",0,Ambitious,0,0,https://brainly.com/question/9980140,1525516835
The research approach used by symbolic interactionists studying urban life that involves not imposing one's own values or views on others is often called,Social studies,"
I believe the answer is: Chicago School of Sociology

According to Chicago School of Sociology, urban environment is created by a lot of groups of people which come in together from various backgrounds.
To get along in such culture, it is necessary for people to stop forcing each other to conform to their personal culture and start to develop a sense of tolerance.",0,Ambitious,0,0,https://brainly.com/question/9997990,1525675213
"If you had a rubik's cube with 10 little squares on each side, and peeled off the outer layer, how many little cubes would you end up with?",Mathematics,"
There is 6 sides in a cube, multiplying we get the number of squares:
6*10 = 60 little squares. 
Peeling off one layer means subtracting 10 squares from the above numbers like this:
60 - 10 = 50. 

Answer: we end up with 50 littles squares. ",0,Ambitious,0,0,https://brainly.com/question/7854733,1513830003
"PLEASE HELP

Read the following quotation. Helping others is the key to happiness. Think carefully about this statement. Write an essay explaining your own ideas about the key to happiness. Be sure to— clearly state your thesis organize and develop your ideas effectively choose your words carefully edit your writing for grammar, mechanics, and spelling",English,"
To my opinion, the key to happiness is inside all of us.
First of all, happiness comes from inside, and even if it could depend on exterior factors, we will not be happy unless we know where to find it. Most of us think that if we buy what we wish the most, or if we are rich, we are happy. But it is just a misconception. Happiness does not depend on objects, but on feelings.
Secondly, happiness is just like a locked door. To find the key to it, we find the door first, and to do that, we just need to know ourselves better. To help people, and by seeing their smiles, we will feel a warmth inside. That is happiness. 
There is not just one key - people are all different, and each of them has a different key, a different purpose, and a different door to open.
Happiness is a choice. And when we realise this, we are very close to find its key too.
To sum up, I would say that all we have to do in order to find the key to happiness is to open our eyes properly, and to see what the majority cannot see. 
",5,Ambitious,2,0,https://brainly.com/question/9967083,1525440614
